symbol,as_of_date,activity_score,activity_rank,rank_denominator,activity_percentile,component_completeness,reason_codes,score_status,event_component_source,liquidity_component,turnover_component,volatility_component,volume_spike_component,large_move_component,event_component
000100,2026-07-27,0.709375,5,16,0.733333,1,score_status:scored|event_source:gap_proxy,scored,gap_proxy,0.8125,0.75,0.5625,0.75,0.59375,0.71875
