symbol,as_of_date,activity_score,activity_rank,rank_denominator,activity_percentile,component_completeness,reason_codes,score_status,event_component_source,liquidity_component,turnover_component,volatility_component,volume_spike_component,large_move_component,event_component
603259,2026-07-27,0.514062,10,16,0.4,1,score_status:scored|event_source:gap_proxy,scored,gap_proxy,0.9375,0.25,0.375,0.53125,0.46875,0.28125
