run_id,symbol,market,as_of_date,feature_name,feature_value,feature_status,unavailable_reason,formula,output_unit,period_semantics,source_report_date,source_announcement_date,source_update_date,source_report_dates,source_announcement_dates,source_update_dates,source_fields,source_tables,source_canonical_keys,source_run_ids,source_clean_run_ids,source_sha256s,source_currencies,source_periods,lineage_json,schema_version,downstream_policy
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,600231,A,2026-07-27,roa,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual net_profit/average(current FY total_assets,prior FY total_assets)",ratio,latest FY with prior comparable FY balance,2025-12-31,2026-04-01,2026-04-01,"[""2025-12-31T00:00:00""]","[""2026-04-01T00:00:00""]","[""2026-04-01T00:00:00""]","[""NETPROFIT""]","[""fact_income_statement""]","[""600231|income_statement|2025-12-31|net_profit""]","[""df86486a-9a54-4920-a4db-2553f907af92""]","[""66bebf1c-8b64-42a6-a970-1dbf1ecb395f""]","[""2356e38f9b620b1bceb4b7b38b50b420dc3fa89d8406b0bbc8f404166034efc9""]","[""CNY""]","[""FY""]","[{""announcement_date"": ""2026-04-01T00:00:00"", ""canonical_key"": ""600231|income_statement|2025-12-31|net_profit"", ""canonical_name"": ""net_profit"", ""clean_run_id"": ""66bebf1c-8b64-42a6-a970-1dbf1ecb395f"", ""currency"": ""CNY"", ""fiscal_period"": ""FY"", ""pit_status"": ""PIT_ELIGIBLE"", ""report_date"": ""2025-12-31T00:00:00"", ""source_field"": ""NETPROFIT"", ""source_run_id"": ""df86486a-9a54-4920-a4db-2553f907af92"", ""source_sha256"": ""2356e38f9b620b1bceb4b7b38b50b420dc3fa89d8406b0bbc8f404166034efc9"", ""source_table"": ""fact_income_statement"", ""update_date"": ""2026-04-01T00:00:00""}]",fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,600231,A,2026-07-27,roe,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual parent_net_profit/average(current FY parent_equity,prior FY parent_equity)",ratio,latest FY with prior comparable FY balance,2025-12-31,2026-04-01,2026-04-01,"[""2025-12-31T00:00:00""]","[""2026-04-01T00:00:00""]","[""2026-04-01T00:00:00""]","[""PARENT_NETPROFIT""]","[""fact_income_statement""]","[""600231|income_statement|2025-12-31|parent_net_profit""]","[""df86486a-9a54-4920-a4db-2553f907af92""]","[""66bebf1c-8b64-42a6-a970-1dbf1ecb395f""]","[""2356e38f9b620b1bceb4b7b38b50b420dc3fa89d8406b0bbc8f404166034efc9""]","[""CNY""]","[""FY""]","[{""announcement_date"": ""2026-04-01T00:00:00"", ""canonical_key"": ""600231|income_statement|2025-12-31|parent_net_profit"", ""canonical_name"": ""parent_net_profit"", ""clean_run_id"": ""66bebf1c-8b64-42a6-a970-1dbf1ecb395f"", ""currency"": ""CNY"", ""fiscal_period"": ""FY"", ""pit_status"": ""PIT_ELIGIBLE"", ""report_date"": ""2025-12-31T00:00:00"", ""source_field"": ""PARENT_NETPROFIT"", ""source_run_id"": ""df86486a-9a54-4920-a4db-2553f907af92"", ""source_sha256"": ""2356e38f9b620b1bceb4b7b38b50b420dc3fa89d8406b0bbc8f404166034efc9"", ""source_table"": ""fact_income_statement"", ""update_date"": ""2026-04-01T00:00:00""}]",fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,600438,A,2026-07-27,roa,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual net_profit/average(current FY total_assets,prior FY total_assets)",ratio,latest FY with prior comparable FY balance,2025-12-31,2026-04-30,2026-04-30,"[""2025-12-31T00:00:00""]","[""2026-04-30T00:00:00""]","[""2026-04-30T00:00:00""]","[""NETPROFIT""]","[""fact_income_statement""]","[""600438|income_statement|2025-12-31|net_profit""]","[""df86486a-9a54-4920-a4db-2553f907af92""]","[""66bebf1c-8b64-42a6-a970-1dbf1ecb395f""]","[""66dbfc8938049d8190b11e9f6ab553cea6abe61d2dc8c7fd187bcd60f72c1db8""]","[""CNY""]","[""FY""]","[{""announcement_date"": ""2026-04-30T00:00:00"", ""canonical_key"": ""600438|income_statement|2025-12-31|net_profit"", ""canonical_name"": ""net_profit"", ""clean_run_id"": ""66bebf1c-8b64-42a6-a970-1dbf1ecb395f"", ""currency"": ""CNY"", ""fiscal_period"": ""FY"", ""pit_status"": ""PIT_ELIGIBLE"", ""report_date"": ""2025-12-31T00:00:00"", ""source_field"": ""NETPROFIT"", ""source_run_id"": ""df86486a-9a54-4920-a4db-2553f907af92"", ""source_sha256"": ""66dbfc8938049d8190b11e9f6ab553cea6abe61d2dc8c7fd187bcd60f72c1db8"", ""source_table"": ""fact_income_statement"", ""update_date"": ""2026-04-30T00:00:00""}]",fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,600438,A,2026-07-27,roe,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual parent_net_profit/average(current FY parent_equity,prior FY parent_equity)",ratio,latest FY with prior comparable FY balance,2025-12-31,2026-04-30,2026-04-30,"[""2025-12-31T00:00:00""]","[""2026-04-30T00:00:00""]","[""2026-04-30T00:00:00""]","[""PARENT_NETPROFIT""]","[""fact_income_statement""]","[""600438|income_statement|2025-12-31|parent_net_profit""]","[""df86486a-9a54-4920-a4db-2553f907af92""]","[""66bebf1c-8b64-42a6-a970-1dbf1ecb395f""]","[""66dbfc8938049d8190b11e9f6ab553cea6abe61d2dc8c7fd187bcd60f72c1db8""]","[""CNY""]","[""FY""]","[{""announcement_date"": ""2026-04-30T00:00:00"", ""canonical_key"": ""600438|income_statement|2025-12-31|parent_net_profit"", ""canonical_name"": ""parent_net_profit"", ""clean_run_id"": ""66bebf1c-8b64-42a6-a970-1dbf1ecb395f"", ""currency"": ""CNY"", ""fiscal_period"": ""FY"", ""pit_status"": ""PIT_ELIGIBLE"", ""report_date"": ""2025-12-31T00:00:00"", ""source_field"": ""PARENT_NETPROFIT"", ""source_run_id"": ""df86486a-9a54-4920-a4db-2553f907af92"", ""source_sha256"": ""66dbfc8938049d8190b11e9f6ab553cea6abe61d2dc8c7fd187bcd60f72c1db8"", ""source_table"": ""fact_income_statement"", ""update_date"": ""2026-04-30T00:00:00""}]",fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,600763,A,2026-07-27,roa,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual net_profit/average(current FY total_assets,prior FY total_assets)",ratio,latest FY with prior comparable FY balance,2025-12-31,2026-04-18,2026-04-18,"[""2025-12-31T00:00:00""]","[""2026-04-18T00:00:00""]","[""2026-04-18T00:00:00""]","[""NETPROFIT""]","[""fact_income_statement""]","[""600763|income_statement|2025-12-31|net_profit""]","[""df86486a-9a54-4920-a4db-2553f907af92""]","[""66bebf1c-8b64-42a6-a970-1dbf1ecb395f""]","[""2cc247e662fce735b52c4e1c416fe5cdc0732803ea5260bb5efdb29023c4e84f""]","[""CNY""]","[""FY""]","[{""announcement_date"": ""2026-04-18T00:00:00"", ""canonical_key"": ""600763|income_statement|2025-12-31|net_profit"", ""canonical_name"": ""net_profit"", ""clean_run_id"": ""66bebf1c-8b64-42a6-a970-1dbf1ecb395f"", ""currency"": ""CNY"", ""fiscal_period"": ""FY"", ""pit_status"": ""PIT_ELIGIBLE"", ""report_date"": ""2025-12-31T00:00:00"", ""source_field"": ""NETPROFIT"", ""source_run_id"": ""df86486a-9a54-4920-a4db-2553f907af92"", ""source_sha256"": ""2cc247e662fce735b52c4e1c416fe5cdc0732803ea5260bb5efdb29023c4e84f"", ""source_table"": ""fact_income_statement"", ""update_date"": ""2026-04-18T00:00:00""}]",fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,600763,A,2026-07-27,roe,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual parent_net_profit/average(current FY parent_equity,prior FY parent_equity)",ratio,latest FY with prior comparable FY balance,2025-12-31,2026-04-18,2026-04-18,"[""2025-12-31T00:00:00""]","[""2026-04-18T00:00:00""]","[""2026-04-18T00:00:00""]","[""PARENT_NETPROFIT""]","[""fact_income_statement""]","[""600763|income_statement|2025-12-31|parent_net_profit""]","[""df86486a-9a54-4920-a4db-2553f907af92""]","[""66bebf1c-8b64-42a6-a970-1dbf1ecb395f""]","[""2cc247e662fce735b52c4e1c416fe5cdc0732803ea5260bb5efdb29023c4e84f""]","[""CNY""]","[""FY""]","[{""announcement_date"": ""2026-04-18T00:00:00"", ""canonical_key"": ""600763|income_statement|2025-12-31|parent_net_profit"", ""canonical_name"": ""parent_net_profit"", ""clean_run_id"": ""66bebf1c-8b64-42a6-a970-1dbf1ecb395f"", ""currency"": ""CNY"", ""fiscal_period"": ""FY"", ""pit_status"": ""PIT_ELIGIBLE"", ""report_date"": ""2025-12-31T00:00:00"", ""source_field"": ""PARENT_NETPROFIT"", ""source_run_id"": ""df86486a-9a54-4920-a4db-2553f907af92"", ""source_sha256"": ""2cc247e662fce735b52c4e1c416fe5cdc0732803ea5260bb5efdb29023c4e84f"", ""source_table"": ""fact_income_statement"", ""update_date"": ""2026-04-18T00:00:00""}]",fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,601500,A,2026-07-27,roa,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual net_profit/average(current FY total_assets,prior FY total_assets)",ratio,latest FY with prior comparable FY balance,2025-12-31,2026-04-30,2026-04-30,"[""2025-12-31T00:00:00""]","[""2026-04-30T00:00:00""]","[""2026-04-30T00:00:00""]","[""NETPROFIT""]","[""fact_income_statement""]","[""601500|income_statement|2025-12-31|net_profit""]","[""df86486a-9a54-4920-a4db-2553f907af92""]","[""66bebf1c-8b64-42a6-a970-1dbf1ecb395f""]","[""72580cc41c33f0d721b53b67954263461db9fa70c82cbd01b190d634f52bb277""]","[""CNY""]","[""FY""]","[{""announcement_date"": ""2026-04-30T00:00:00"", ""canonical_key"": ""601500|income_statement|2025-12-31|net_profit"", ""canonical_name"": ""net_profit"", ""clean_run_id"": ""66bebf1c-8b64-42a6-a970-1dbf1ecb395f"", ""currency"": ""CNY"", ""fiscal_period"": ""FY"", ""pit_status"": ""PIT_ELIGIBLE"", ""report_date"": ""2025-12-31T00:00:00"", ""source_field"": ""NETPROFIT"", ""source_run_id"": ""df86486a-9a54-4920-a4db-2553f907af92"", ""source_sha256"": ""72580cc41c33f0d721b53b67954263461db9fa70c82cbd01b190d634f52bb277"", ""source_table"": ""fact_income_statement"", ""update_date"": ""2026-04-30T00:00:00""}]",fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,601500,A,2026-07-27,roe,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual parent_net_profit/average(current FY parent_equity,prior FY parent_equity)",ratio,latest FY with prior comparable FY balance,2025-12-31,2026-04-30,2026-04-30,"[""2025-12-31T00:00:00""]","[""2026-04-30T00:00:00""]","[""2026-04-30T00:00:00""]","[""PARENT_NETPROFIT""]","[""fact_income_statement""]","[""601500|income_statement|2025-12-31|parent_net_profit""]","[""df86486a-9a54-4920-a4db-2553f907af92""]","[""66bebf1c-8b64-42a6-a970-1dbf1ecb395f""]","[""72580cc41c33f0d721b53b67954263461db9fa70c82cbd01b190d634f52bb277""]","[""CNY""]","[""FY""]","[{""announcement_date"": ""2026-04-30T00:00:00"", ""canonical_key"": ""601500|income_statement|2025-12-31|parent_net_profit"", ""canonical_name"": ""parent_net_profit"", ""clean_run_id"": ""66bebf1c-8b64-42a6-a970-1dbf1ecb395f"", ""currency"": ""CNY"", ""fiscal_period"": ""FY"", ""pit_status"": ""PIT_ELIGIBLE"", ""report_date"": ""2025-12-31T00:00:00"", ""source_field"": ""PARENT_NETPROFIT"", ""source_run_id"": ""df86486a-9a54-4920-a4db-2553f907af92"", ""source_sha256"": ""72580cc41c33f0d721b53b67954263461db9fa70c82cbd01b190d634f52bb277"", ""source_table"": ""fact_income_statement"", ""update_date"": ""2026-04-30T00:00:00""}]",fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,603259,A,2026-07-27,roa,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual net_profit/average(current FY total_assets,prior FY total_assets)",ratio,latest FY with prior comparable FY balance,2025-12-31,2026-03-24,2026-03-24,"[""2025-12-31T00:00:00""]","[""2026-03-24T00:00:00""]","[""2026-03-24T00:00:00""]","[""NETPROFIT""]","[""fact_income_statement""]","[""603259|income_statement|2025-12-31|net_profit""]","[""df86486a-9a54-4920-a4db-2553f907af92""]","[""66bebf1c-8b64-42a6-a970-1dbf1ecb395f""]","[""f87b4b5f285a38d6c8b11233612fd284584b0eaccff7913f02356ea25a727e89""]","[""CNY""]","[""FY""]","[{""announcement_date"": ""2026-03-24T00:00:00"", ""canonical_key"": ""603259|income_statement|2025-12-31|net_profit"", ""canonical_name"": ""net_profit"", ""clean_run_id"": ""66bebf1c-8b64-42a6-a970-1dbf1ecb395f"", ""currency"": ""CNY"", ""fiscal_period"": ""FY"", ""pit_status"": ""PIT_ELIGIBLE"", ""report_date"": ""2025-12-31T00:00:00"", ""source_field"": ""NETPROFIT"", ""source_run_id"": ""df86486a-9a54-4920-a4db-2553f907af92"", ""source_sha256"": ""f87b4b5f285a38d6c8b11233612fd284584b0eaccff7913f02356ea25a727e89"", ""source_table"": ""fact_income_statement"", ""update_date"": ""2026-03-24T00:00:00""}]",fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,603259,A,2026-07-27,roe,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual parent_net_profit/average(current FY parent_equity,prior FY parent_equity)",ratio,latest FY with prior comparable FY balance,2025-12-31,2026-03-24,2026-03-24,"[""2025-12-31T00:00:00""]","[""2026-03-24T00:00:00""]","[""2026-03-24T00:00:00""]","[""PARENT_NETPROFIT""]","[""fact_income_statement""]","[""603259|income_statement|2025-12-31|parent_net_profit""]","[""df86486a-9a54-4920-a4db-2553f907af92""]","[""66bebf1c-8b64-42a6-a970-1dbf1ecb395f""]","[""f87b4b5f285a38d6c8b11233612fd284584b0eaccff7913f02356ea25a727e89""]","[""CNY""]","[""FY""]","[{""announcement_date"": ""2026-03-24T00:00:00"", ""canonical_key"": ""603259|income_statement|2025-12-31|parent_net_profit"", ""canonical_name"": ""parent_net_profit"", ""clean_run_id"": ""66bebf1c-8b64-42a6-a970-1dbf1ecb395f"", ""currency"": ""CNY"", ""fiscal_period"": ""FY"", ""pit_status"": ""PIT_ELIGIBLE"", ""report_date"": ""2025-12-31T00:00:00"", ""source_field"": ""PARENT_NETPROFIT"", ""source_run_id"": ""df86486a-9a54-4920-a4db-2553f907af92"", ""source_sha256"": ""f87b4b5f285a38d6c8b11233612fd284584b0eaccff7913f02356ea25a727e89"", ""source_table"": ""fact_income_statement"", ""update_date"": ""2026-03-24T00:00:00""}]",fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,603799,A,2026-07-27,roa,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual net_profit/average(current FY total_assets,prior FY total_assets)",ratio,latest FY with prior comparable FY balance,2025-12-31,2026-04-08,2026-04-08,"[""2025-12-31T00:00:00""]","[""2026-04-08T00:00:00""]","[""2026-04-08T00:00:00""]","[""NETPROFIT""]","[""fact_income_statement""]","[""603799|income_statement|2025-12-31|net_profit""]","[""df86486a-9a54-4920-a4db-2553f907af92""]","[""66bebf1c-8b64-42a6-a970-1dbf1ecb395f""]","[""487e4e76f4edfc311c220d9dce9d8db64300d8303f6ac60ddc6f60cdb511efd6""]","[""CNY""]","[""FY""]","[{""announcement_date"": ""2026-04-08T00:00:00"", ""canonical_key"": ""603799|income_statement|2025-12-31|net_profit"", ""canonical_name"": ""net_profit"", ""clean_run_id"": ""66bebf1c-8b64-42a6-a970-1dbf1ecb395f"", ""currency"": ""CNY"", ""fiscal_period"": ""FY"", ""pit_status"": ""PIT_ELIGIBLE"", ""report_date"": ""2025-12-31T00:00:00"", ""source_field"": ""NETPROFIT"", ""source_run_id"": ""df86486a-9a54-4920-a4db-2553f907af92"", ""source_sha256"": ""487e4e76f4edfc311c220d9dce9d8db64300d8303f6ac60ddc6f60cdb511efd6"", ""source_table"": ""fact_income_statement"", ""update_date"": ""2026-04-08T00:00:00""}]",fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,603799,A,2026-07-27,roe,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual parent_net_profit/average(current FY parent_equity,prior FY parent_equity)",ratio,latest FY with prior comparable FY balance,2025-12-31,2026-04-08,2026-04-08,"[""2025-12-31T00:00:00""]","[""2026-04-08T00:00:00""]","[""2026-04-08T00:00:00""]","[""PARENT_NETPROFIT""]","[""fact_income_statement""]","[""603799|income_statement|2025-12-31|parent_net_profit""]","[""df86486a-9a54-4920-a4db-2553f907af92""]","[""66bebf1c-8b64-42a6-a970-1dbf1ecb395f""]","[""487e4e76f4edfc311c220d9dce9d8db64300d8303f6ac60ddc6f60cdb511efd6""]","[""CNY""]","[""FY""]","[{""announcement_date"": ""2026-04-08T00:00:00"", ""canonical_key"": ""603799|income_statement|2025-12-31|parent_net_profit"", ""canonical_name"": ""parent_net_profit"", ""clean_run_id"": ""66bebf1c-8b64-42a6-a970-1dbf1ecb395f"", ""currency"": ""CNY"", ""fiscal_period"": ""FY"", ""pit_status"": ""PIT_ELIGIBLE"", ""report_date"": ""2025-12-31T00:00:00"", ""source_field"": ""PARENT_NETPROFIT"", ""source_run_id"": ""df86486a-9a54-4920-a4db-2553f907af92"", ""source_sha256"": ""487e4e76f4edfc311c220d9dce9d8db64300d8303f6ac60ddc6f60cdb511efd6"", ""source_table"": ""fact_income_statement"", ""update_date"": ""2026-04-08T00:00:00""}]",fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02076.HK,HK,2026-07-27,debt_to_asset,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,total_liabilities/total_assets at same report period,ratio,same_report_period stock values,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02076.HK,HK,2026-07-27,net_margin,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,net_profit/revenue at same report period,ratio,same_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02076.HK,HK,2026-07-27,net_profit,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT net_profit normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02076.HK,HK,2026-07-27,net_profit_yoy,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,net_profit(t)/net_profit(t-1 same fiscal_period)-1,ratio,same_fiscal_period_prior_year,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02076.HK,HK,2026-07-27,ocf_to_net_profit,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,operating_cash_flow/net_profit at same report period,ratio,same_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02076.HK,HK,2026-07-27,operating_cash_flow,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT operating_cash_flow normalized_value,currency,latest_available_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02076.HK,HK,2026-07-27,revenue,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT revenue normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02076.HK,HK,2026-07-27,revenue_yoy,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,revenue(t)/revenue(t-1 same fiscal_period)-1,ratio,same_fiscal_period_prior_year,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02076.HK,HK,2026-07-27,roa,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual net_profit/average(current FY total_assets,prior FY total_assets)",ratio,latest FY with prior comparable FY balance,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02076.HK,HK,2026-07-27,roe,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual parent_net_profit/average(current FY parent_equity,prior FY parent_equity)",ratio,latest FY with prior comparable FY balance,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02076.HK,HK,2026-07-27,total_assets,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT total_assets normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02076.HK,HK,2026-07-27,total_equity,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT net_assets normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02180.HK,HK,2026-07-27,debt_to_asset,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,total_liabilities/total_assets at same report period,ratio,same_report_period stock values,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02180.HK,HK,2026-07-27,net_margin,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,net_profit/revenue at same report period,ratio,same_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02180.HK,HK,2026-07-27,net_profit,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT net_profit normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02180.HK,HK,2026-07-27,net_profit_yoy,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,net_profit(t)/net_profit(t-1 same fiscal_period)-1,ratio,same_fiscal_period_prior_year,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02180.HK,HK,2026-07-27,ocf_to_net_profit,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,operating_cash_flow/net_profit at same report period,ratio,same_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02180.HK,HK,2026-07-27,operating_cash_flow,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT operating_cash_flow normalized_value,currency,latest_available_report_period cumulative,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02180.HK,HK,2026-07-27,revenue,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT revenue normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02180.HK,HK,2026-07-27,revenue_yoy,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,revenue(t)/revenue(t-1 same fiscal_period)-1,ratio,same_fiscal_period_prior_year,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02180.HK,HK,2026-07-27,roa,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual net_profit/average(current FY total_assets,prior FY total_assets)",ratio,latest FY with prior comparable FY balance,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02180.HK,HK,2026-07-27,roe,,UNAVAILABLE,ANNUAL_OR_PRIOR_BALANCE_UNAVAILABLE,"annual parent_net_profit/average(current FY parent_equity,prior FY parent_equity)",ratio,latest FY with prior comparable FY balance,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02180.HK,HK,2026-07-27,total_assets,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT total_assets normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,02180.HK,HK,2026-07-27,total_equity,,UNAVAILABLE,NO_PIT_ELIGIBLE_INPUT,latest PIT net_assets normalized_value,currency,latest_available_report_period,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
1bc599a7-17eb-4cc8-a543-8c0baaa7c3b8,06100.HK,HK,2026-07-27,debt_to_asset,,UNAVAILABLE,NO_COMMON_PIT_REPORT_PERIOD,total_liabilities/total_assets at same report period,ratio,same_report_period stock values,,,,[],[],[],[],[],[],[],[],[],[],[],[],fundamental_feature_long_v1,PRESERVE_NULL_UNAVAILABLE
