dataset_id,check_name,status,detail
daily:002067:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:002067:hfq,dataset_quality,PASS,
daily:002600:raw,dataset_quality,PASS,
daily:002600:qfq,dataset_quality,PASS,
daily:002600:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:002600:hfq,dataset_quality,PASS,
daily:002230:raw:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:002230:raw,dataset_quality,PASS,
daily:002230:qfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:002230:qfq,dataset_quality,PASS,
daily:002230:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:002230:hfq,dataset_quality,PASS,
daily:600763:raw:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:600763:raw,dataset_quality,PASS,
daily:600763:qfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:600763:qfq,dataset_quality,PASS,
daily:600763:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:600763:hfq,dataset_quality,PASS,
daily:603259:raw:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:603259:raw,dataset_quality,PASS,
daily:603259:qfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:603259:qfq,dataset_quality,PASS,
daily:603259:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:603259:hfq,dataset_quality,PASS,
daily:603799:raw:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:603799:raw,dataset_quality,PASS,
daily:603799:qfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:603799:qfq,dataset_quality,PASS,
daily:603799:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:603799:hfq,dataset_quality,PASS,
daily:601012:raw:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:601012:raw,dataset_quality,PASS,
daily:601012:qfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:601012:qfq,dataset_quality,PASS,
daily:601012:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:601012:hfq,dataset_quality,PASS,
daily:600438:raw:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:600438:raw,dataset_quality,PASS,
daily:600438:qfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:600438:qfq,dataset_quality,PASS,
daily:600438:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:600438:hfq,dataset_quality,PASS,
daily:002361:raw:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:002361:raw,dataset_quality,PASS,
daily:002361:qfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:002361:qfq,dataset_quality,PASS,
daily:002361:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:002361:hfq,dataset_quality,PASS,
daily:601500:raw:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:601500:raw,dataset_quality,PASS,
daily:601500:qfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:601500:qfq,dataset_quality,PASS,
daily:601500:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:601500:hfq,dataset_quality,PASS,
daily:600231:raw:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:600231:raw,dataset_quality,PASS,
daily:600231:qfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:600231:qfq,dataset_quality,PASS,
daily:600231:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:600231:hfq,dataset_quality,PASS,
daily:300274:raw:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:300274:raw,dataset_quality,PASS,
daily:300274:qfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:300274:qfq,dataset_quality,PASS,
daily:300274:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:300274:hfq,dataset_quality,PASS,
daily:601636:raw:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:601636:raw,dataset_quality,PASS,
daily:601636:qfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:601636:qfq,dataset_quality,PASS,
daily:601636:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:601636:hfq,dataset_quality,PASS,
daily:002129:raw:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:002129:raw,dataset_quality,PASS,
daily:002129:qfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:002129:qfq,dataset_quality,PASS,
daily:002129:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:002129:hfq,dataset_quality,PASS,
daily:000100:raw:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:000100:raw,dataset_quality,PASS,
daily:000100:qfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:000100:qfq,dataset_quality,PASS,
daily:000100:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:000100:hfq,dataset_quality,PASS,
daily:300433:raw:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:300433:raw,dataset_quality,PASS,
daily:300433:qfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:300433:qfq,dataset_quality,PASS,
daily:300433:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3"
daily:300433:hfq,dataset_quality,PASS,
daily:02180.HK:raw,dataset_quality,PASS,
daily:02180.HK:qfq,dataset_quality,PASS,
daily:02180.HK:hfq,dataset_quality,PASS,
daily:08365.HK:raw,dataset_quality,PASS,
daily:08365.HK:qfq,dataset_quality,PASS,
daily:08365.HK:hfq,dataset_quality,PASS,
daily:08462.HK:raw,dataset_quality,PASS,
daily:08462.HK:qfq:attempt:tencent,dataset_quality,FAIL,'日期'
daily:08462.HK:qfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='33.push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?secid=116.08462&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2C"
daily:08462.HK:qfq:candidate:sina,dataset_quality,FAIL,ohlc_logic_error
daily:08462.HK:qfq,dataset_quality,FAIL,tencent:upstream_error | eastmoney:connection_error | sina:ohlc_logic_error
daily:08462.HK:hfq:attempt:tencent,dataset_quality,FAIL,'日期'
daily:08462.HK:hfq:attempt:eastmoney,dataset_quality,FAIL,"HTTPSConnectionPool(host='33.push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?secid=116.08462&fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2C"
daily:08462.HK:hfq:candidate:sina,dataset_quality,FAIL,ohlc_logic_error
daily:08462.HK:hfq,dataset_quality,FAIL,tencent:upstream_error | eastmoney:connection_error | sina:ohlc_logic_error
daily:02076.HK:raw,dataset_quality,PASS,
daily:02076.HK:qfq,dataset_quality,PASS,
daily:02076.HK:hfq,dataset_quality,PASS,
daily:06100.HK:raw,dataset_quality,PASS,
daily:06100.HK:qfq,dataset_quality,PASS,
daily:06100.HK:hfq,dataset_quality,PASS,
daily:06919.HK:raw,dataset_quality,PASS,
daily:06919.HK:qfq,dataset_quality,PASS,
daily:06919.HK:hfq,dataset_quality,PASS,
daily:09669.HK:raw,dataset_quality,PASS,
daily:09669.HK:qfq,dataset_quality,PASS,
daily:09669.HK:hfq,dataset_quality,PASS,
minute:002067:1m,dataset_quality,FAIL,"HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/trends2/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf11%2Cf12%2Cf13&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf5"
minute:002067:5m,dataset_quality,FAIL,minute probe skipped after an earlier connection-class failure
minute:300274:1m,dataset_quality,FAIL,minute probe skipped after an earlier connection-class failure
minute:300274:5m,dataset_quality,FAIL,minute probe skipped after an earlier connection-class failure
minute:600763:1m,dataset_quality,FAIL,minute probe skipped after an earlier connection-class failure
minute:600763:5m,dataset_quality,FAIL,minute probe skipped after an earlier connection-class failure
minute:02180.HK:1m,dataset_quality,FAIL,minute probe skipped after an earlier connection-class failure
minute:02180.HK:5m,dataset_quality,FAIL,minute probe skipped after an earlier connection-class failure
minute:08365.HK:1m,dataset_quality,FAIL,minute probe skipped after an earlier connection-class failure
minute:08365.HK:5m,dataset_quality,FAIL,minute probe skipped after an earlier connection-class failure
crypto:ETHUSDT:1m,dataset_quality,PASS,
crypto:ETHUSDT:3m,dataset_quality,PASS,
crypto:ETHUSDT:5m,dataset_quality,PASS,
crypto:ETHUSDT:15m,dataset_quality,PASS,
crypto:ETHUSDT:1h,dataset_quality,PASS,
crypto:ETHUSDT:1d,dataset_quality,PASS,
stage17,raw_manifest_closed_world,PASS,
