dataset_id,kind,symbol,market,adjust,interval,status,quality_status,row_count,min_value,max_value,listing_date,coverage_status,error_type,error_message,data_path,metadata_path
crypto:ETHUSDT:1m,crypto,ETHUSDT,crypto,,1m,success,PASS,128519,2026-05-27T00:00:00+00:00,2026-08-24T05:58:00+00:00,,,,,data/raw/stage17/crypto_ohlcv/run_id=3f2b6d7a-47f1-4f80-b317-172026082424/market=crypto/symbol=ETHUSDT/interval=1m/data.parquet,data/raw/stage17/crypto_ohlcv/run_id=3f2b6d7a-47f1-4f80-b317-172026082424/market=crypto/symbol=ETHUSDT/interval=1m/metadata.json
crypto:ETHUSDT:3m,crypto,ETHUSDT,crypto,,3m,success,PASS,42844,2026-05-27T00:00:00+00:00,2026-08-24T06:09:00+00:00,,,,,data/raw/stage17/crypto_ohlcv/run_id=3f2b6d7a-47f1-4f80-b317-172026082424/market=crypto/symbol=ETHUSDT/interval=3m/data.parquet,data/raw/stage17/crypto_ohlcv/run_id=3f2b6d7a-47f1-4f80-b317-172026082424/market=crypto/symbol=ETHUSDT/interval=3m/metadata.json
crypto:ETHUSDT:5m,crypto,ETHUSDT,crypto,,5m,success,PASS,25707,2026-05-27T00:00:00+00:00,2026-08-24T06:10:00+00:00,,,,,data/raw/stage17/crypto_ohlcv/run_id=3f2b6d7a-47f1-4f80-b317-172026082424/market=crypto/symbol=ETHUSDT/interval=5m/data.parquet,data/raw/stage17/crypto_ohlcv/run_id=3f2b6d7a-47f1-4f80-b317-172026082424/market=crypto/symbol=ETHUSDT/interval=5m/metadata.json
crypto:ETHUSDT:15m,crypto,ETHUSDT,crypto,,15m,success,PASS,8569,2026-05-27T00:00:00+00:00,2026-08-24T06:00:00+00:00,,,,,data/raw/stage17/crypto_ohlcv/run_id=3f2b6d7a-47f1-4f80-b317-172026082424/market=crypto/symbol=ETHUSDT/interval=15m/data.parquet,data/raw/stage17/crypto_ohlcv/run_id=3f2b6d7a-47f1-4f80-b317-172026082424/market=crypto/symbol=ETHUSDT/interval=15m/metadata.json
crypto:ETHUSDT:1h,crypto,ETHUSDT,crypto,,1h,success,PASS,75523,2018-01-11T11:00:00+00:00,2026-08-24T05:00:00+00:00,,,,,data/raw/stage17/crypto_ohlcv/run_id=3f2b6d7a-47f1-4f80-b317-172026082424/market=crypto/symbol=ETHUSDT/interval=1h/data.parquet,data/raw/stage17/crypto_ohlcv/run_id=3f2b6d7a-47f1-4f80-b317-172026082424/market=crypto/symbol=ETHUSDT/interval=1h/metadata.json
crypto:ETHUSDT:1d,crypto,ETHUSDT,crypto,,1d,success,PASS,3147,2018-01-11T00:00:00+00:00,2026-08-23T00:00:00+00:00,,,,,data/raw/stage17/crypto_ohlcv/run_id=3f2b6d7a-47f1-4f80-b317-172026082424/market=crypto/symbol=ETHUSDT/interval=1d/data.parquet,data/raw/stage17/crypto_ohlcv/run_id=3f2b6d7a-47f1-4f80-b317-172026082424/market=crypto/symbol=ETHUSDT/interval=1d/metadata.json
