symbol,as_of_date,activity_score,activity_rank,rank_denominator,activity_percentile,component_completeness,reason_codes,score_status,event_component_source,liquidity_component,turnover_component,volatility_component,volume_spike_component,large_move_component,event_component
002067,2026-07-27,0.564063,9,16,0.466667,1,score_status:scored|event_source:gap_proxy,scored,gap_proxy,0.1875,0.8125,0.5,0.90625,0.46875,0.71875
