symbol,as_of_date,activity_score,activity_rank,rank_denominator,activity_percentile,component_completeness,reason_codes,score_status,event_component_source,liquidity_component,turnover_component,volatility_component,volume_spike_component,large_move_component,event_component
600763,2026-07-27,0.2125,15,16,0.0666667,1,score_status:scored|event_source:gap_proxy,scored,gap_proxy,0.25,0.3125,0.125,0.25,0.15625,0.09375
