dataset_id,kind,symbol,market,adjust,interval,status,quality_status,row_count,min_value,max_value,listing_date,coverage_status,error_type,error_message,source,interface,attempt_count,selected_source,selection_reason,trigger_reason,blocker_category,selected_provider,selected_interface,provider_attempts,quality_result,coverage_result,requested_response_keys,used_response_keys,response_field_fallback,qfq_hfq_identical,data_path,metadata_path
daily:002129:qfq,equity_daily,002129,A,qfq,,success,PASS,4155,2007-04-20,2026-08-24,2007-04-20,complete_to_verified_listing_date,,,sina,stock_zh_a_daily,1,sina,primary_connection_error;fallback_passed_strict_checks,connection_error,,,,,,,,,,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=002129/adjust=qfq/source=sina/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=002129/adjust=qfq/source=sina/metadata.json
daily:002129:hfq,equity_daily,002129,A,hfq,,success,PASS,4155,2007-04-20,2026-08-24,2007-04-20,complete_to_verified_listing_date,,,sina,stock_zh_a_daily,1,sina,primary_connection_error;fallback_passed_strict_checks,connection_error,,,,,,,,,,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=002129/adjust=hfq/source=sina/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=002129/adjust=hfq/source=sina/metadata.json
daily:000100:raw,equity_daily,000100,A,raw,,success,PASS,5131,2004-01-30,2026-08-24,2004-01-30,complete_to_verified_listing_date,,,sina,stock_zh_a_daily,1,sina,primary_connection_error;fallback_passed_strict_checks,connection_error,,,,,,,,,,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=000100/adjust=raw/source=sina/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=000100/adjust=raw/source=sina/metadata.json
daily:000100:qfq,equity_daily,000100,A,qfq,,success,PASS,5131,2004-01-30,2026-08-24,2004-01-30,complete_to_verified_listing_date,,,sina,stock_zh_a_daily,1,sina,primary_connection_error;fallback_passed_strict_checks,connection_error,,,,,,,,,,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=000100/adjust=qfq/source=sina/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=000100/adjust=qfq/source=sina/metadata.json
daily:000100:hfq,equity_daily,000100,A,hfq,,success,PASS,5131,2004-01-30,2026-08-24,2004-01-30,complete_to_verified_listing_date,,,sina,stock_zh_a_daily,1,sina,primary_connection_error;fallback_passed_strict_checks,connection_error,,,,,,,,,,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=000100/adjust=hfq/source=sina/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=000100/adjust=hfq/source=sina/metadata.json
daily:300433:raw,equity_daily,300433,A,raw,,success,PASS,2757,2015-03-18,2026-08-24,2015-03-18,complete_to_verified_listing_date,,,sina,stock_zh_a_daily,1,sina,primary_connection_error;fallback_passed_strict_checks,connection_error,,,,,,,,,,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=300433/adjust=raw/source=sina/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=300433/adjust=raw/source=sina/metadata.json
daily:300433:qfq,equity_daily,300433,A,qfq,,success,PASS,2757,2015-03-18,2026-08-24,2015-03-18,complete_to_verified_listing_date,,,sina,stock_zh_a_daily,1,sina,primary_connection_error;fallback_passed_strict_checks,connection_error,,,,,,,,,,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=300433/adjust=qfq/source=sina/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=300433/adjust=qfq/source=sina/metadata.json
daily:300433:hfq,equity_daily,300433,A,hfq,,success,PASS,2757,2015-03-18,2026-08-24,2015-03-18,complete_to_verified_listing_date,,,sina,stock_zh_a_daily,1,sina,primary_connection_error;fallback_passed_strict_checks,connection_error,,,,,,,,,,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=300433/adjust=hfq/source=sina/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=A/symbol=300433/adjust=hfq/source=sina/metadata.json
daily:02180.HK:raw,equity_daily,02180.HK,HK,raw,,success,PASS,1757,2019-07-10,2026-08-24,2019-07-10,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,4,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 4, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2019-07-10', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2019-07-10', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=02180.HK/adjust=raw/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=02180.HK/adjust=raw/source=tencent/metadata.json
daily:02180.HK:qfq,equity_daily,02180.HK,HK,qfq,,success,PASS,1757,2019-07-10,2026-08-24,2019-07-10,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,4,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 4, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2019-07-10', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2019-07-10', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=02180.HK/adjust=qfq/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=02180.HK/adjust=qfq/source=tencent/metadata.json
daily:02180.HK:hfq,equity_daily,02180.HK,HK,hfq,,success,PASS,1757,2019-07-10,2026-08-24,2019-07-10,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,4,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 4, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2019-07-10', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2019-07-10', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=02180.HK/adjust=hfq/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=02180.HK/adjust=hfq/source=tencent/metadata.json
daily:08365.HK:raw,equity_daily,08365.HK,HK,raw,,success,PASS,2278,2017-05-26,2026-08-24,2017-05-26,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,5,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 5, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2017-05-26', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2017-05-26', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=08365.HK/adjust=raw/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=08365.HK/adjust=raw/source=tencent/metadata.json
daily:08365.HK:qfq,equity_daily,08365.HK,HK,qfq,,success,PASS,2278,2017-05-26,2026-08-24,2017-05-26,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,5,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 5, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2017-05-26', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2017-05-26', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=08365.HK/adjust=qfq/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=08365.HK/adjust=qfq/source=tencent/metadata.json
daily:08365.HK:hfq,equity_daily,08365.HK,HK,hfq,,success,PASS,2278,2017-05-26,2026-08-24,2017-05-26,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,5,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 5, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2017-05-26', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2017-05-26', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=08365.HK/adjust=hfq/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=08365.HK/adjust=hfq/source=tencent/metadata.json
daily:08462.HK:raw,equity_daily,08462.HK,HK,raw,,success,PASS,2243,2017-07-17,2026-08-24,2017-07-17,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,5,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 5, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2017-07-17', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2017-07-17', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=08462.HK/adjust=raw/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=08462.HK/adjust=raw/source=tencent/metadata.json
daily:08462.HK:qfq,equity_daily,08462.HK,HK,qfq,,success,PASS,2243,2017-07-17,2026-08-24,2017-07-17,complete_to_verified_listing_date,,,tencent_compat,tencent_hkfqkline_direct_https,5,tencent_compat,tencent_compat_passed_identity_quality_coverage_adjust_semantics,,,tencent_compat,tencent_hkfqkline_direct_https,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'failed', 'attempt_count': 1, 'error_type': 'upstream_error', 'error_message': ""'日期'"", 'quality_result': None, 'coverage_result': 'history_unavailable', 'rejection_reason': 'upstream_error', 'selected': False}, {'provider': 'tencent_compat', 'interface': 'tencent_hkfqkline_direct_https', 'status': 'success', 'attempt_count': 5, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2017-07-17', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2017-07-17', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,"['qfqday', 'qfqday', 'qfqday', 'qfqday', 'qfqday']","['day', 'day', 'day', 'day', 'day']",True,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=08462.HK/adjust=qfq/source=tencent_compat/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=08462.HK/adjust=qfq/source=tencent_compat/metadata.json
daily:08462.HK:hfq,equity_daily,08462.HK,HK,hfq,,success,PASS,2243,2017-07-17,2026-08-24,2017-07-17,complete_to_verified_listing_date,,,tencent_compat,tencent_hkfqkline_direct_https,5,tencent_compat,tencent_compat_passed_identity_quality_coverage_adjust_semantics,,,tencent_compat,tencent_hkfqkline_direct_https,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'failed', 'attempt_count': 1, 'error_type': 'upstream_error', 'error_message': ""'日期'"", 'quality_result': None, 'coverage_result': 'history_unavailable', 'rejection_reason': 'upstream_error', 'selected': False}, {'provider': 'tencent_compat', 'interface': 'tencent_hkfqkline_direct_https', 'status': 'success', 'attempt_count': 5, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2017-07-17', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2017-07-17', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,"['hfqday', 'hfqday', 'hfqday', 'hfqday', 'hfqday']","['day', 'day', 'day', 'day', 'day']",True,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=08462.HK/adjust=hfq/source=tencent_compat/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=08462.HK/adjust=hfq/source=tencent_compat/metadata.json
daily:02076.HK:raw,equity_daily,02076.HK,HK,raw,,success,PASS,900,2022-12-22,2026-08-24,2022-12-22,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,3,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 3, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2022-12-22', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2022-12-22', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=02076.HK/adjust=raw/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=02076.HK/adjust=raw/source=tencent/metadata.json
daily:02076.HK:qfq,equity_daily,02076.HK,HK,qfq,,success,PASS,900,2022-12-22,2026-08-24,2022-12-22,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,3,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 3, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2022-12-22', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2022-12-22', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=02076.HK/adjust=qfq/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=02076.HK/adjust=qfq/source=tencent/metadata.json
daily:02076.HK:hfq,equity_daily,02076.HK,HK,hfq,,success,PASS,900,2022-12-22,2026-08-24,2022-12-22,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,3,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 3, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2022-12-22', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2022-12-22', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=02076.HK/adjust=hfq/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=02076.HK/adjust=hfq/source=tencent/metadata.json
daily:06100.HK:raw,equity_daily,06100.HK,HK,raw,,success,PASS,2008,2018-06-29,2026-08-24,2018-06-29,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,5,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 5, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2018-06-29', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2018-06-29', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=06100.HK/adjust=raw/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=06100.HK/adjust=raw/source=tencent/metadata.json
daily:06100.HK:qfq,equity_daily,06100.HK,HK,qfq,,success,PASS,2008,2018-06-29,2026-08-24,2018-06-29,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,5,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 5, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2018-06-29', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2018-06-29', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=06100.HK/adjust=qfq/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=06100.HK/adjust=qfq/source=tencent/metadata.json
daily:06100.HK:hfq,equity_daily,06100.HK,HK,hfq,,success,PASS,2008,2018-06-29,2026-08-24,2018-06-29,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,5,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 5, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2018-06-29', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2018-06-29', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=06100.HK/adjust=hfq/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=06100.HK/adjust=hfq/source=tencent/metadata.json
daily:06919.HK:raw,equity_daily,06919.HK,HK,raw,,success,PASS,1647,2019-12-13,2026-08-24,2019-12-13,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,4,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 4, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2019-12-13', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2019-12-13', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=06919.HK/adjust=raw/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=06919.HK/adjust=raw/source=tencent/metadata.json
daily:06919.HK:qfq,equity_daily,06919.HK,HK,qfq,,success,PASS,1647,2019-12-13,2026-08-24,2019-12-13,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,4,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 4, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2019-12-13', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2019-12-13', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=06919.HK/adjust=qfq/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=06919.HK/adjust=qfq/source=tencent/metadata.json
daily:06919.HK:hfq,equity_daily,06919.HK,HK,hfq,,success,PASS,1647,2019-12-13,2026-08-24,2019-12-13,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,4,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 4, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2019-12-13', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2019-12-13', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=06919.HK/adjust=hfq/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=06919.HK/adjust=hfq/source=tencent/metadata.json
daily:09669.HK:raw,equity_daily,09669.HK,HK,raw,,success,PASS,829,2023-04-13,2026-08-24,2023-04-13,complete_to_verified_listing_date,,,tencent,stock_zh_ah_daily,2,tencent,tencent_passed_identity_quality_coverage_adjust_semantics,,,tencent,stock_zh_ah_daily,"[{'provider': 'tencent', 'interface': 'stock_zh_ah_daily', 'status': 'success', 'attempt_count': 2, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2023-04-13', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2023-04-13', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,[],[],False,,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=09669.HK/adjust=raw/source=tencent/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=09669.HK/adjust=raw/source=tencent/metadata.json
daily:09669.HK:qfq,equity_daily,09669.HK,HK,qfq,,success,PASS,829,2023-04-13,2026-08-24,2023-04-13,complete_to_verified_listing_date,,,tencent_compat,tencent_hkfqkline_direct_https,2,tencent_compat,tencent_compat_passed_identity_quality_coverage_adjust_semantics,,,tencent_compat,tencent_hkfqkline_direct_https,"[{'provider': 'tencent_compat', 'interface': 'tencent_hkfqkline_direct_https', 'status': 'success', 'attempt_count': 2, 'error_type': '', 'error_message': '', 'quality_result': {'status': 'PASS', 'errors': [], 'min_date': '2023-04-13', 'max_date': '2026-08-24'}, 'coverage_result': 'complete_to_verified_listing_date', 'rejection_reason': '', 'selected': True}]","{'status': 'PASS', 'errors': [], 'min_date': '2023-04-13', 'max_date': '2026-08-24'}",complete_to_verified_listing_date,"['qfqday', 'qfqday']","['day', 'day']",True,True,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=09669.HK/adjust=qfq/source=tencent_compat/data.parquet,data/raw/stage17/equity_daily/run_id=4a5599fb-9e60-4013-9c0c-69fcc25a98b2/market=HK/symbol=09669.HK/adjust=qfq/source=tencent_compat/metadata.json
