input_layer,run_id,path,expected_size,actual_size,expected_sha256,actual_sha256,exists,readable,hash_match,status
stage4_raw,62bbe9df-6ed8-48d5-a06b-10fb90171ee0,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002600/data.parquet,208684,208684,b577392bfbe66a9e2132b9a009e0a0a16a978d07ac412d6d52942429a6e6f6a8,b577392bfbe66a9e2132b9a009e0a0a16a978d07ac412d6d52942429a6e6f6a8,True,True,True,PASS
stage4_raw,62bbe9df-6ed8-48d5-a06b-10fb90171ee0,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300274/data.parquet,204157,204157,6408f8ca479fff18a744739cfe35b914615d6c79eea9eb6410865fcc8934cc86,6408f8ca479fff18a744739cfe35b914615d6c79eea9eb6410865fcc8934cc86,True,True,True,PASS
stage4_raw,62bbe9df-6ed8-48d5-a06b-10fb90171ee0,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300433/data.parquet,193959,193959,9ff511e983dda62f091e8aff20ff0a173dd34a59984473636c11d4c56b228a99,9ff511e983dda62f091e8aff20ff0a173dd34a59984473636c11d4c56b228a99,True,True,True,PASS
stage4_raw,62bbe9df-6ed8-48d5-a06b-10fb90171ee0,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600231/data.parquet,222735,222735,8d5457de62012e08b462a1711bf235a625c9977c489df6ac91b6e492c8f30335,8d5457de62012e08b462a1711bf235a625c9977c489df6ac91b6e492c8f30335,True,True,True,PASS
stage4_raw,62bbe9df-6ed8-48d5-a06b-10fb90171ee0,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600438/data.parquet,228632,228632,5b398d10a34d002de601a2fe2385cc6200ed56134573b2118736a19065b9af17,5b398d10a34d002de601a2fe2385cc6200ed56134573b2118736a19065b9af17,True,True,True,PASS
stage4_raw,62bbe9df-6ed8-48d5-a06b-10fb90171ee0,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600763/data.parquet,216107,216107,90add681a8794ee98c89682c871acfacba282cb916e8e0c13d469a2b82bfb6fa,90add681a8794ee98c89682c871acfacba282cb916e8e0c13d469a2b82bfb6fa,True,True,True,PASS
stage4_raw,62bbe9df-6ed8-48d5-a06b-10fb90171ee0,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601012/data.parquet,210306,210306,54b7e06df64ca391488971d9c7a2a702ff34a393fe1d2ef54f2d042940500bf0,54b7e06df64ca391488971d9c7a2a702ff34a393fe1d2ef54f2d042940500bf0,True,True,True,PASS
stage4_raw,62bbe9df-6ed8-48d5-a06b-10fb90171ee0,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601500/data.parquet,185636,185636,4348c969eb15c6feea71cf8860797d87e77454324bd7e1f76947665995c6b9b1,4348c969eb15c6feea71cf8860797d87e77454324bd7e1f76947665995c6b9b1,True,True,True,PASS
stage4_raw,62bbe9df-6ed8-48d5-a06b-10fb90171ee0,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601636/data.parquet,204148,204148,ac12065469bf7a0972ee98ea41edf44dc8134473fde7bfe7b359e43cbf52d8fa,ac12065469bf7a0972ee98ea41edf44dc8134473fde7bfe7b359e43cbf52d8fa,True,True,True,PASS
stage4_raw,62bbe9df-6ed8-48d5-a06b-10fb90171ee0,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603259/data.parquet,186105,186105,9ea4dd19d54f7e4ef6d6f164b9e9665370dc4954e90d003cec4ced0a3c9fb2e1,9ea4dd19d54f7e4ef6d6f164b9e9665370dc4954e90d003cec4ced0a3c9fb2e1,True,True,True,PASS
