run_id,symbol,interface_id,coverage_status,coverage_row_count,raw_path,manifest_entry_count,raw_validation_status,repair_task,validation_status
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002361,cashflow_sheet_report,success,72,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002361/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002361,financial_abstract,success,80,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002361/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002361,financial_indicator,success,21,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002361/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002361,individual_fund_flow,success,120,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002361/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002361,profit_sheet_report,success,72,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002361/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002600,balance_sheet_report,success,64,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002600/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002600,cashflow_sheet_report,success,67,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002600/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002600,financial_abstract,success,80,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002600/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002600,financial_indicator,success,21,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002600/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002600,individual_fund_flow,success,120,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002600/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002600,profit_sheet_report,success,67,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002600/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,300274,balance_sheet_report,success,63,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300274/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,300274,cashflow_sheet_report,success,65,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300274/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,300274,financial_abstract,success,80,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300274/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,300274,financial_indicator,success,21,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300274/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,300274,individual_fund_flow,success,120,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300274/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,300274,profit_sheet_report,success,65,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300274/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,300433,balance_sheet_report,success,50,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300433/data.parquet,1,PASS,True,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,300433,cashflow_sheet_report,success,52,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300433/data.parquet,1,PASS,True,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,300433,financial_abstract,success,80,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300433/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,300433,financial_indicator,success,21,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300433/data.parquet,1,PASS,True,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,300433,individual_fund_flow,success,120,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300433/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,300433,profit_sheet_report,success,52,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300433/data.parquet,1,PASS,True,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600231,balance_sheet_report,success,105,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600231/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600231,cashflow_sheet_report,success,100,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600231/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600231,financial_abstract,success,80,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600231/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600231,financial_indicator,success,21,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600231/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600231,individual_fund_flow,success,120,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600231/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600231,profit_sheet_report,success,105,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600231/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600438,balance_sheet_report,success,94,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600438/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600438,cashflow_sheet_report,success,92,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600438/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600438,financial_abstract,success,80,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600438/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600438,financial_indicator,success,21,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600438/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600438,individual_fund_flow,success,120,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600438/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600438,profit_sheet_report,success,96,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600438/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600763,balance_sheet_report,success,112,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600763/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600763,cashflow_sheet_report,success,101,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600763/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600763,financial_abstract,success,80,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600763/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600763,financial_indicator,success,21,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600763/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600763,individual_fund_flow,success,120,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600763/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,600763,profit_sheet_report,success,112,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600763/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601012,balance_sheet_report,success,67,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601012/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601012,cashflow_sheet_report,success,67,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601012/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601012,financial_abstract,success,80,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601012/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601012,financial_indicator,success,21,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601012/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601012,individual_fund_flow,success,120,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601012/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601012,profit_sheet_report,success,67,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601012/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601500,balance_sheet_report,success,46,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601500/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601500,cashflow_sheet_report,success,47,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601500/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601500,financial_abstract,success,80,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601500/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601500,financial_indicator,success,21,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601500/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601500,individual_fund_flow,success,120,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601500/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601500,profit_sheet_report,success,47,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601500/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601636,balance_sheet_report,success,63,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601636/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601636,cashflow_sheet_report,success,66,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601636/data.parquet,1,PASS,True,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601636,financial_abstract,success,80,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601636/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601636,financial_indicator,success,21,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601636/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601636,individual_fund_flow,success,120,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601636/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,601636,profit_sheet_report,success,66,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601636/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,603259,balance_sheet_report,success,39,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603259/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,603259,cashflow_sheet_report,success,40,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603259/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,603259,financial_abstract,success,80,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603259/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,603259,financial_indicator,success,21,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603259/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,603259,individual_fund_flow,success,120,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603259/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,603259,profit_sheet_report,success,40,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603259/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,603799,balance_sheet_report,success,63,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603799/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,603799,cashflow_sheet_report,success,63,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603799/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,603799,financial_abstract,success,80,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603799/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,603799,financial_indicator,success,21,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603799/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,603799,individual_fund_flow,success,120,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603799/data.parquet,1,PASS,False,PASS
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,603799,profit_sheet_report,success,63,data/raw/stock_profit_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603799/data.parquet,1,PASS,False,PASS
