stage,manifest,kind,path,expected_size,actual_size,expected_sha256,actual_sha256,size_match,sha256_match,status
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300274/data.parquet,244530,244530,3e387cda9d34608bbc999cccd4b6f68ff59677b3e54e98a1fd3feffbc6a5cb85,3e387cda9d34608bbc999cccd4b6f68ff59677b3e54e98a1fd3feffbc6a5cb85,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300433/data.parquet,236350,236350,103becde25a39a1c73785ddf5bb7e95b724852633b0bee6e9bddc4851745cda9,103becde25a39a1c73785ddf5bb7e95b724852633b0bee6e9bddc4851745cda9,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600231/data.parquet,273743,273743,3dff36290fb9aa85365534f175ff9ecbfd0901430cbbe2c57c22d1b0a1afed88,3dff36290fb9aa85365534f175ff9ecbfd0901430cbbe2c57c22d1b0a1afed88,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600438/data.parquet,278626,278626,585df03d616e146ab04df7dd59e9929557b7c5117f4af681c844fed4cb98902a,585df03d616e146ab04df7dd59e9929557b7c5117f4af681c844fed4cb98902a,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600763/data.parquet,260921,260921,b80a7c775278ecfd5787c7c5848d303004716b6dd31f4a432eb8c5a84c48b81a,b80a7c775278ecfd5787c7c5848d303004716b6dd31f4a432eb8c5a84c48b81a,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601012/data.parquet,254988,254988,a885f394331f07ae46110a55ebfa4d1427e2ee8594bd02c2d35b42364dd2a14e,a885f394331f07ae46110a55ebfa4d1427e2ee8594bd02c2d35b42364dd2a14e,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601500/data.parquet,223591,223591,cf88774607e424ef8a8abc7ecabc99e46b4fd6a861198275a2b02c86fb684ed2,cf88774607e424ef8a8abc7ecabc99e46b4fd6a861198275a2b02c86fb684ed2,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601636/data.parquet,245171,245171,3bed8e37e0221f88bf90329bcbd365ba480843bd568a6f15b49d69757506fed6,3bed8e37e0221f88bf90329bcbd365ba480843bd568a6f15b49d69757506fed6,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603259/data.parquet,226833,226833,08481181d47b1759911593d221827b7a2d7fe8c08c8ef8251b8b88137ab05af1,08481181d47b1759911593d221827b7a2d7fe8c08c8ef8251b8b88137ab05af1,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603799/data.parquet,250076,250076,31712bb3d67acdff35b3fad1fe8017ff5f3bd7a9722d0d509d2dd08fb7174145,31712bb3d67acdff35b3fad1fe8017ff5f3bd7a9722d0d509d2dd08fb7174145,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=000100/data.parquet,239804,239804,4d73f2352e79e9b8d7ecc023b379727e8216edb48ddcfd48b2d80b978a779f67,4d73f2352e79e9b8d7ecc023b379727e8216edb48ddcfd48b2d80b978a779f67,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,215886,215886,1541ef5575d94be88d613e24f794fd570a16d7fa680e759a4301bb9dc4206d57,1541ef5575d94be88d613e24f794fd570a16d7fa680e759a4301bb9dc4206d57,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002129/data.parquet,218471,218471,37b97920906e7367ffa9054414f2d41b0aa65f8ceae16032b3fef8f5d12a4f9a,37b97920906e7367ffa9054414f2d41b0aa65f8ceae16032b3fef8f5d12a4f9a,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002230/data.parquet,213354,213354,50cebd875069ab9c833eec918e6722d4ef49179ecdaaad21887efd7875c77718,50cebd875069ab9c833eec918e6722d4ef49179ecdaaad21887efd7875c77718,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002361/data.parquet,203546,203546,ce10819fa4aeb460164d301e3a47de78f36a65f2adc4eee9709678bb3a9f5c38,ce10819fa4aeb460164d301e3a47de78f36a65f2adc4eee9709678bb3a9f5c38,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002600/data.parquet,208684,208684,b577392bfbe66a9e2132b9a009e0a0a16a978d07ac412d6d52942429a6e6f6a8,b577392bfbe66a9e2132b9a009e0a0a16a978d07ac412d6d52942429a6e6f6a8,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300274/data.parquet,204157,204157,6408f8ca479fff18a744739cfe35b914615d6c79eea9eb6410865fcc8934cc86,6408f8ca479fff18a744739cfe35b914615d6c79eea9eb6410865fcc8934cc86,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300433/data.parquet,193959,193959,9ff511e983dda62f091e8aff20ff0a173dd34a59984473636c11d4c56b228a99,9ff511e983dda62f091e8aff20ff0a173dd34a59984473636c11d4c56b228a99,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600231/data.parquet,222735,222735,8d5457de62012e08b462a1711bf235a625c9977c489df6ac91b6e492c8f30335,8d5457de62012e08b462a1711bf235a625c9977c489df6ac91b6e492c8f30335,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600438/data.parquet,228632,228632,5b398d10a34d002de601a2fe2385cc6200ed56134573b2118736a19065b9af17,5b398d10a34d002de601a2fe2385cc6200ed56134573b2118736a19065b9af17,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600763/data.parquet,216107,216107,90add681a8794ee98c89682c871acfacba282cb916e8e0c13d469a2b82bfb6fa,90add681a8794ee98c89682c871acfacba282cb916e8e0c13d469a2b82bfb6fa,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601012/data.parquet,210306,210306,54b7e06df64ca391488971d9c7a2a702ff34a393fe1d2ef54f2d042940500bf0,54b7e06df64ca391488971d9c7a2a702ff34a393fe1d2ef54f2d042940500bf0,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601500/data.parquet,185636,185636,4348c969eb15c6feea71cf8860797d87e77454324bd7e1f76947665995c6b9b1,4348c969eb15c6feea71cf8860797d87e77454324bd7e1f76947665995c6b9b1,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601636/data.parquet,204148,204148,ac12065469bf7a0972ee98ea41edf44dc8134473fde7bfe7b359e43cbf52d8fa,ac12065469bf7a0972ee98ea41edf44dc8134473fde7bfe7b359e43cbf52d8fa,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603259/data.parquet,186105,186105,9ea4dd19d54f7e4ef6d6f164b9e9665370dc4954e90d003cec4ced0a3c9fb2e1,9ea4dd19d54f7e4ef6d6f164b9e9665370dc4954e90d003cec4ced0a3c9fb2e1,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_cash_flow_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603799/data.parquet,205083,205083,8fdc35c2ca3883652a07c5b56e38b78256c0d36380b134276a8160cbe83dd226,8fdc35c2ca3883652a07c5b56e38b78256c0d36380b134276a8160cbe83dd226,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=000100/data.parquet,112486,112486,ab4eb341d072a1feaf67b302d21f08f134c7aa9a0997bc9787394df4c10870c4,ab4eb341d072a1feaf67b302d21f08f134c7aa9a0997bc9787394df4c10870c4,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,98379,98379,574c3df4be07a319816a241e67504ec88c605a328d60063337d275fd61a78640,574c3df4be07a319816a241e67504ec88c605a328d60063337d275fd61a78640,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002129/data.parquet,95670,95670,e2000d615119568449f15e4f7aa12f2934a6bc6e8f49bbf37f5626a7ff353dda,e2000d615119568449f15e4f7aa12f2934a6bc6e8f49bbf37f5626a7ff353dda,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002230/data.parquet,91091,91091,cdfea7a3e49b7e0eb3731ff348608d606384874aad5e3ab09e87f9ec005cf5a8,cdfea7a3e49b7e0eb3731ff348608d606384874aad5e3ab09e87f9ec005cf5a8,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002361/data.parquet,81608,81608,eb8afc0588c139462d957a225956978424026269f2d97eeeea6794db3f6ad918,eb8afc0588c139462d957a225956978424026269f2d97eeeea6794db3f6ad918,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002600/data.parquet,77638,77638,6018920df3f64f9b7ef5c0c5b46f2e9e12905db5f7bf22eac8c59adefca82651,6018920df3f64f9b7ef5c0c5b46f2e9e12905db5f7bf22eac8c59adefca82651,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300274/data.parquet,75233,75233,81c3d664daf55f94b496fa7e687c9ac8ac9cda3c4b81f10a092d8eeff8f3b393,81c3d664daf55f94b496fa7e687c9ac8ac9cda3c4b81f10a092d8eeff8f3b393,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300433/data.parquet,61048,61048,f71727ef924564f3000c3339b7eca0555a15e55c2df46b0d46fb304a51b41423,f71727ef924564f3000c3339b7eca0555a15e55c2df46b0d46fb304a51b41423,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600231/data.parquet,118982,118982,2cb046bf0c6a488c6fdafdd8d7210ddd75d11cee513bbb07bd2e63abf7738829,2cb046bf0c6a488c6fdafdd8d7210ddd75d11cee513bbb07bd2e63abf7738829,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600438/data.parquet,110916,110916,89dfac436dc4e395b7a25bbe1cb48f4e1ebc3880e63b8585cd10e136c757daa0,89dfac436dc4e395b7a25bbe1cb48f4e1ebc3880e63b8585cd10e136c757daa0,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600763/data.parquet,121953,121953,8c959c1a0f9c66f0f0bbffac187f069faffdb0541fee254aeb2c1f8e1f9b7bf0,8c959c1a0f9c66f0f0bbffac187f069faffdb0541fee254aeb2c1f8e1f9b7bf0,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601012/data.parquet,79677,79677,c8c123dae18d0484de9ab10456e55e1aa70cd9b4761f58ebff959af63bffb291,c8c123dae18d0484de9ab10456e55e1aa70cd9b4761f58ebff959af63bffb291,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601500/data.parquet,55165,55165,d3bd59b8c9f03594a38b352083c33b6420ecc4d4c85f63dfa15da871ae14e41f,d3bd59b8c9f03594a38b352083c33b6420ecc4d4c85f63dfa15da871ae14e41f,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601636/data.parquet,76158,76158,e8448fed0b4f55e62fcf5685c106749cc43deca3bc686356b40fccfdfd83dd0f,e8448fed0b4f55e62fcf5685c106749cc43deca3bc686356b40fccfdfd83dd0f,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603259/data.parquet,48239,48239,29ea2f73f46a7ae468f43223f5ef73ee8232abbc7f76e9426978611d699c9e86,29ea2f73f46a7ae468f43223f5ef73ee8232abbc7f76e9426978611d699c9e86,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_abstract/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603799/data.parquet,73835,73835,40218a1fd54470ec78900caf36d00ec7517ab4a691ff279058bd7139dd28ca09,40218a1fd54470ec78900caf36d00ec7517ab4a691ff279058bd7139dd28ca09,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=000100/data.parquet,80695,80695,6192306ae27c0ea3be20f44d0f1b80d42ae4d8e642277b0d35fad841ab585d02,6192306ae27c0ea3be20f44d0f1b80d42ae4d8e642277b0d35fad841ab585d02,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,80542,80542,e30dd8761517813d618ca85a016b549ecad878f9da896aee6363056ae90cf45e,e30dd8761517813d618ca85a016b549ecad878f9da896aee6363056ae90cf45e,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002129/data.parquet,81112,81112,50ff506bc850a70181eafa9a53376d2ae727fe822a66af6f9eed7e1d52180366,50ff506bc850a70181eafa9a53376d2ae727fe822a66af6f9eed7e1d52180366,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002230/data.parquet,80882,80882,72b6541d5302366a284b22fb1003ce30f502e8240b262336aab23fc8d7c9e44e,72b6541d5302366a284b22fb1003ce30f502e8240b262336aab23fc8d7c9e44e,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002361/data.parquet,80056,80056,b349e2da87a3c8d9bf38d37a11e53206c8b362eb21464b8d068371313b705d73,b349e2da87a3c8d9bf38d37a11e53206c8b362eb21464b8d068371313b705d73,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002600/data.parquet,80602,80602,9757234f6bcd1fd38804e6c0ce72488aa9e381c9b6b54f2713d920f2e64df15b,9757234f6bcd1fd38804e6c0ce72488aa9e381c9b6b54f2713d920f2e64df15b,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300274/data.parquet,80849,80849,71b2190dd5de4f713a4be499fb85bc56f1460f96996b9a2e3ad1cf45ceb1890f,71b2190dd5de4f713a4be499fb85bc56f1460f96996b9a2e3ad1cf45ceb1890f,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=300433/data.parquet,80862,80862,26cdf96a78ff411ca85fcb89b148f20d69491f96be51ebfdcd68ff45aa4eb60f,26cdf96a78ff411ca85fcb89b148f20d69491f96be51ebfdcd68ff45aa4eb60f,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600231/data.parquet,79886,79886,1dac3056866bd992806444dfb1bfa3ee01be9cd3567ac1a85e63226c67782c7e,1dac3056866bd992806444dfb1bfa3ee01be9cd3567ac1a85e63226c67782c7e,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600438/data.parquet,80034,80034,8fbb8c77a277cc27c1738b6387e013e8aa09c9354cce88244fa1aae8937d6800,8fbb8c77a277cc27c1738b6387e013e8aa09c9354cce88244fa1aae8937d6800,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=600763/data.parquet,80032,80032,15f341167df818ba3541baa4e8533251f0c9bcf8c7e115deab53af0b2c3cef91,15f341167df818ba3541baa4e8533251f0c9bcf8c7e115deab53af0b2c3cef91,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601012/data.parquet,81141,81141,6e73f10c8ae65583ff1910fec1882a7acc7b85d92d8474a66ed64762467ee706,6e73f10c8ae65583ff1910fec1882a7acc7b85d92d8474a66ed64762467ee706,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601500/data.parquet,80419,80419,498a5a2fa98753a04c2505901d68624ffc325176652275ecab211df97dccd65e,498a5a2fa98753a04c2505901d68624ffc325176652275ecab211df97dccd65e,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=601636/data.parquet,80418,80418,57648dd4565bb241677d78680104fb6d219df4d9748a592d535ae1ffbf0291b4,57648dd4565bb241677d78680104fb6d219df4d9748a592d535ae1ffbf0291b4,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603259/data.parquet,80330,80330,5cb27f3eaa30869056879c4e8a9ad58d8245d076e80aa421e524303638b782b7,5cb27f3eaa30869056879c4e8a9ad58d8245d076e80aa421e524303638b782b7,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_financial_analysis_indicator/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=603799/data.parquet,80280,80280,a902e4653477c8c9f710d2a5b0f072662bf6cc98c10293fa6bf321e3b0945f4f,a902e4653477c8c9f710d2a5b0f072662bf6cc98c10293fa6bf321e3b0945f4f,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=000100/data.parquet,20197,20197,4b1e64559f6afb6d6283d5840cdfeec78f28cf52077516fb20d8241dcc9755e7,4b1e64559f6afb6d6283d5840cdfeec78f28cf52077516fb20d8241dcc9755e7,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,20308,20308,71700b7692e285c7d67855692d2eed589240b63ca5df7355b6a66d643b0eeb72,71700b7692e285c7d67855692d2eed589240b63ca5df7355b6a66d643b0eeb72,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002129/data.parquet,20444,20444,5e256afca6cb5c085cee2cc86976e84ba60179dbc2fc24b17986bfab69a2ccca,5e256afca6cb5c085cee2cc86976e84ba60179dbc2fc24b17986bfab69a2ccca,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002230/data.parquet,20517,20517,b46817d07a4c4105b15d6c7023d2b347ff107a1ef641f911a906bc918ca5fbe8,b46817d07a4c4105b15d6c7023d2b347ff107a1ef641f911a906bc918ca5fbe8,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002361/data.parquet,20509,20509,939fb23374d623c9fe1c55ab9c65baf67d31ac4ddb3112e3ca9420ec791bdbb7,939fb23374d623c9fe1c55ab9c65baf67d31ac4ddb3112e3ca9420ec791bdbb7,True,True,PASS
4,reports/evidence/stage4/62bbe9df-6ed8-48d5-a06b-10fb90171ee0/manifest.json,raw,data/raw/stock_individual_fund_flow/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002600/data.parquet,20526,20526,4c94d79ce009d29555c50711821a5baa14e0628b1687da750155dee38187f666,4c94d79ce009d29555c50711821a5baa14e0628b1687da750155dee38187f666,True,True,PASS
