historical_as_of_date,snapshot_min,snapshot_max,snapshot_rows,historical_flag_true_rows,separated,status
2026-07-27,2026-07-29 03:35:34.785065+00:00,2026-07-29 03:35:34.785065+00:00,16,0,True,PASS
