run_id,symbol,interface_id,report_period,announcement_date,as_of_date,potential_lookahead,announcement_date_status,raw_path,notes
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2013-03-31,2013-04-24,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2012-12-31,2013-04-23,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2012-09-30,2012-10-27,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2012-06-30,2012-08-11,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2012-03-31,2012-04-21,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2011-12-31,2012-03-03,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2011-09-30,2011-10-25,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2011-06-30,2011-08-26,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2011-03-31,2011-04-26,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2010-12-31,2011-02-17,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2010-09-30,2010-10-19,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2010-06-30,2010-08-07,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2010-03-31,2010-04-23,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2009-12-31,2011-02-17,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2009-09-30,2009-10-23,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2009-06-30,2009-08-08,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2009-03-31,2009-04-28,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2008-12-31,2010-04-08,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2008-09-30,2008-10-25,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2008-06-30,2008-08-30,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2008-03-31,2008-04-26,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2007-12-31,2009-04-24,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
62bbe9df-6ed8-48d5-a06b-10fb90171ee0,002067,balance_sheet_report,2007-09-30,2007-10-30,2026-07-27,False,available,data/raw/stock_balance_sheet_by_report_em/run_id=62bbe9df-6ed8-48d5-a06b-10fb90171ee0/symbol=002067/data.parquet,
