dataset_id,kind,symbol,market,adjust,interval,status,quality_status,row_count,min_value,max_value,listing_date,coverage_status,error_type,error_message,data_path,metadata_path
crypto:ETHUSDT:1m,crypto,ETHUSDT,crypto,,1m,success,PASS,128558,2026-05-27T00:00:00+00:00,2026-08-24T06:37:00+00:00,,,,,data/raw/stage17/crypto_ohlcv/run_id=7c84e2f1-5a39-4e62-9d17-172026082424/market=crypto/symbol=ETHUSDT/interval=1m/data.parquet,data/raw/stage17/crypto_ohlcv/run_id=7c84e2f1-5a39-4e62-9d17-172026082424/market=crypto/symbol=ETHUSDT/interval=1m/metadata.json
crypto:ETHUSDT:3m,crypto,ETHUSDT,crypto,,3m,success,PASS,42859,2026-05-27T00:00:00+00:00,2026-08-24T06:54:00+00:00,,,,,data/raw/stage17/crypto_ohlcv/run_id=7c84e2f1-5a39-4e62-9d17-172026082424/market=crypto/symbol=ETHUSDT/interval=3m/data.parquet,data/raw/stage17/crypto_ohlcv/run_id=7c84e2f1-5a39-4e62-9d17-172026082424/market=crypto/symbol=ETHUSDT/interval=3m/metadata.json
crypto:ETHUSDT:5m,crypto,ETHUSDT,crypto,,5m,success,PASS,25717,2026-05-27T00:00:00+00:00,2026-08-24T07:00:00+00:00,,,,,data/raw/stage17/crypto_ohlcv/run_id=7c84e2f1-5a39-4e62-9d17-172026082424/market=crypto/symbol=ETHUSDT/interval=5m/data.parquet,data/raw/stage17/crypto_ohlcv/run_id=7c84e2f1-5a39-4e62-9d17-172026082424/market=crypto/symbol=ETHUSDT/interval=5m/metadata.json
crypto:ETHUSDT:15m,crypto,ETHUSDT,crypto,,15m,success,PASS,8572,2026-05-27T00:00:00+00:00,2026-08-24T06:45:00+00:00,,,,,data/raw/stage17/crypto_ohlcv/run_id=7c84e2f1-5a39-4e62-9d17-172026082424/market=crypto/symbol=ETHUSDT/interval=15m/data.parquet,data/raw/stage17/crypto_ohlcv/run_id=7c84e2f1-5a39-4e62-9d17-172026082424/market=crypto/symbol=ETHUSDT/interval=15m/metadata.json
crypto:ETHUSDT:1h,crypto,ETHUSDT,crypto,,1h,success,PASS,75524,2018-01-11T11:00:00+00:00,2026-08-24T06:00:00+00:00,,,,,data/raw/stage17/crypto_ohlcv/run_id=7c84e2f1-5a39-4e62-9d17-172026082424/market=crypto/symbol=ETHUSDT/interval=1h/data.parquet,data/raw/stage17/crypto_ohlcv/run_id=7c84e2f1-5a39-4e62-9d17-172026082424/market=crypto/symbol=ETHUSDT/interval=1h/metadata.json
crypto:ETHUSDT:1d,crypto,ETHUSDT,crypto,,1d,success,PASS,3147,2018-01-11T00:00:00+00:00,2026-08-23T00:00:00+00:00,,,,,data/raw/stage17/crypto_ohlcv/run_id=7c84e2f1-5a39-4e62-9d17-172026082424/market=crypto/symbol=ETHUSDT/interval=1d/data.parquet,data/raw/stage17/crypto_ohlcv/run_id=7c84e2f1-5a39-4e62-9d17-172026082424/market=crypto/symbol=ETHUSDT/interval=1d/metadata.json
