market,category,interface,variant,source_schema_hash,source_field,source_dtype,field_role,mapping_status,canonical_name
A,balance_sheet,stock_balance_sheet_by_report_em,report,e3f68f3c1e442d9f843722969cd1f7f14a94af139281cfb9edaaf98dbcefaed1,MONETARYFUNDS,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_ade7635cf52fa4f0
A,balance_sheet,stock_balance_sheet_by_report_em,report,54e7af9d2ebe74a570ef4a34753dc4be52e33735df8da93ae1401cf5b504bc71,MONETARYFUNDS,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_ade7635cf52fa4f0
A,balance_sheet,stock_balance_sheet_by_report_em,report,bf33f8109cbb5f3885800fbfc8f8fe55b999ffcae9dedc63299dfa686e0c3466,MONETARYFUNDS,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_ade7635cf52fa4f0
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc61431e55eaf299226a6cd2e444022dc06ecc5a6d358a21d5272fb6e550bf98,MONETARYFUNDS,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_ade7635cf52fa4f0
A,balance_sheet,stock_balance_sheet_by_report_em,report,58af76c2b607bac26a324d80e152817ac0c5391cdadc521d8e75c047633d6b2e,MONETARYFUNDS,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_ade7635cf52fa4f0
A,balance_sheet,stock_balance_sheet_by_report_em,report,3bc858107d998d1310173853710ad71461c7dc8cb7629e3469512a5d23b4e0ef,MONETARYFUNDS,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_ade7635cf52fa4f0
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc134561193eb4c793e07900971f9337acbe9bf24098404fbe8936d07d5f5478,MONETARYFUNDS,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_ade7635cf52fa4f0
A,balance_sheet,stock_balance_sheet_by_report_em,report,e3f68f3c1e442d9f843722969cd1f7f14a94af139281cfb9edaaf98dbcefaed1,MONETARYFUNDS_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_81ebd5b472e34969
A,balance_sheet,stock_balance_sheet_by_report_em,report,54e7af9d2ebe74a570ef4a34753dc4be52e33735df8da93ae1401cf5b504bc71,MONETARYFUNDS_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_81ebd5b472e34969
A,balance_sheet,stock_balance_sheet_by_report_em,report,bf33f8109cbb5f3885800fbfc8f8fe55b999ffcae9dedc63299dfa686e0c3466,MONETARYFUNDS_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_81ebd5b472e34969
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc61431e55eaf299226a6cd2e444022dc06ecc5a6d358a21d5272fb6e550bf98,MONETARYFUNDS_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_81ebd5b472e34969
A,balance_sheet,stock_balance_sheet_by_report_em,report,58af76c2b607bac26a324d80e152817ac0c5391cdadc521d8e75c047633d6b2e,MONETARYFUNDS_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_81ebd5b472e34969
A,balance_sheet,stock_balance_sheet_by_report_em,report,3bc858107d998d1310173853710ad71461c7dc8cb7629e3469512a5d23b4e0ef,MONETARYFUNDS_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_81ebd5b472e34969
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc134561193eb4c793e07900971f9337acbe9bf24098404fbe8936d07d5f5478,MONETARYFUNDS_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_81ebd5b472e34969
A,balance_sheet,stock_balance_sheet_by_report_em,report,e3f68f3c1e442d9f843722969cd1f7f14a94af139281cfb9edaaf98dbcefaed1,NONCURRENT_ASSET_1YEAR,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_d1067b7849d931f5
A,balance_sheet,stock_balance_sheet_by_report_em,report,54e7af9d2ebe74a570ef4a34753dc4be52e33735df8da93ae1401cf5b504bc71,NONCURRENT_ASSET_1YEAR,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_d1067b7849d931f5
A,balance_sheet,stock_balance_sheet_by_report_em,report,bf33f8109cbb5f3885800fbfc8f8fe55b999ffcae9dedc63299dfa686e0c3466,NONCURRENT_ASSET_1YEAR,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_d1067b7849d931f5
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc61431e55eaf299226a6cd2e444022dc06ecc5a6d358a21d5272fb6e550bf98,NONCURRENT_ASSET_1YEAR,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_d1067b7849d931f5
A,balance_sheet,stock_balance_sheet_by_report_em,report,58af76c2b607bac26a324d80e152817ac0c5391cdadc521d8e75c047633d6b2e,NONCURRENT_ASSET_1YEAR,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_d1067b7849d931f5
A,balance_sheet,stock_balance_sheet_by_report_em,report,3bc858107d998d1310173853710ad71461c7dc8cb7629e3469512a5d23b4e0ef,NONCURRENT_ASSET_1YEAR,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_d1067b7849d931f5
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc134561193eb4c793e07900971f9337acbe9bf24098404fbe8936d07d5f5478,NONCURRENT_ASSET_1YEAR,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_d1067b7849d931f5
A,balance_sheet,stock_balance_sheet_by_report_em,report,e3f68f3c1e442d9f843722969cd1f7f14a94af139281cfb9edaaf98dbcefaed1,NONCURRENT_ASSET_1YEAR_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_3c3a876aa39b8b28
A,balance_sheet,stock_balance_sheet_by_report_em,report,54e7af9d2ebe74a570ef4a34753dc4be52e33735df8da93ae1401cf5b504bc71,NONCURRENT_ASSET_1YEAR_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_3c3a876aa39b8b28
A,balance_sheet,stock_balance_sheet_by_report_em,report,bf33f8109cbb5f3885800fbfc8f8fe55b999ffcae9dedc63299dfa686e0c3466,NONCURRENT_ASSET_1YEAR_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_3c3a876aa39b8b28
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc61431e55eaf299226a6cd2e444022dc06ecc5a6d358a21d5272fb6e550bf98,NONCURRENT_ASSET_1YEAR_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_3c3a876aa39b8b28
A,balance_sheet,stock_balance_sheet_by_report_em,report,58af76c2b607bac26a324d80e152817ac0c5391cdadc521d8e75c047633d6b2e,NONCURRENT_ASSET_1YEAR_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_3c3a876aa39b8b28
A,balance_sheet,stock_balance_sheet_by_report_em,report,3bc858107d998d1310173853710ad71461c7dc8cb7629e3469512a5d23b4e0ef,NONCURRENT_ASSET_1YEAR_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_3c3a876aa39b8b28
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc134561193eb4c793e07900971f9337acbe9bf24098404fbe8936d07d5f5478,NONCURRENT_ASSET_1YEAR_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_3c3a876aa39b8b28
A,balance_sheet,stock_balance_sheet_by_report_em,report,e3f68f3c1e442d9f843722969cd1f7f14a94af139281cfb9edaaf98dbcefaed1,NONCURRENT_ASSET_BALANCE,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_8dd494550611b10b
A,balance_sheet,stock_balance_sheet_by_report_em,report,54e7af9d2ebe74a570ef4a34753dc4be52e33735df8da93ae1401cf5b504bc71,NONCURRENT_ASSET_BALANCE,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_8dd494550611b10b
A,balance_sheet,stock_balance_sheet_by_report_em,report,bf33f8109cbb5f3885800fbfc8f8fe55b999ffcae9dedc63299dfa686e0c3466,NONCURRENT_ASSET_BALANCE,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_8dd494550611b10b
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc61431e55eaf299226a6cd2e444022dc06ecc5a6d358a21d5272fb6e550bf98,NONCURRENT_ASSET_BALANCE,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_8dd494550611b10b
A,balance_sheet,stock_balance_sheet_by_report_em,report,58af76c2b607bac26a324d80e152817ac0c5391cdadc521d8e75c047633d6b2e,NONCURRENT_ASSET_BALANCE,int64,metric,PASSTHROUGH_STANDARDIZED,provider_field_8dd494550611b10b
A,balance_sheet,stock_balance_sheet_by_report_em,report,3bc858107d998d1310173853710ad71461c7dc8cb7629e3469512a5d23b4e0ef,NONCURRENT_ASSET_BALANCE,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_8dd494550611b10b
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc134561193eb4c793e07900971f9337acbe9bf24098404fbe8936d07d5f5478,NONCURRENT_ASSET_BALANCE,int64,metric,PASSTHROUGH_STANDARDIZED,provider_field_8dd494550611b10b
A,balance_sheet,stock_balance_sheet_by_report_em,report,e3f68f3c1e442d9f843722969cd1f7f14a94af139281cfb9edaaf98dbcefaed1,NONCURRENT_ASSET_BALANCE_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_611df7e432ff8c06
A,balance_sheet,stock_balance_sheet_by_report_em,report,54e7af9d2ebe74a570ef4a34753dc4be52e33735df8da93ae1401cf5b504bc71,NONCURRENT_ASSET_BALANCE_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_611df7e432ff8c06
A,balance_sheet,stock_balance_sheet_by_report_em,report,bf33f8109cbb5f3885800fbfc8f8fe55b999ffcae9dedc63299dfa686e0c3466,NONCURRENT_ASSET_BALANCE_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_611df7e432ff8c06
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc61431e55eaf299226a6cd2e444022dc06ecc5a6d358a21d5272fb6e550bf98,NONCURRENT_ASSET_BALANCE_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_611df7e432ff8c06
A,balance_sheet,stock_balance_sheet_by_report_em,report,58af76c2b607bac26a324d80e152817ac0c5391cdadc521d8e75c047633d6b2e,NONCURRENT_ASSET_BALANCE_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_611df7e432ff8c06
A,balance_sheet,stock_balance_sheet_by_report_em,report,3bc858107d998d1310173853710ad71461c7dc8cb7629e3469512a5d23b4e0ef,NONCURRENT_ASSET_BALANCE_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_611df7e432ff8c06
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc134561193eb4c793e07900971f9337acbe9bf24098404fbe8936d07d5f5478,NONCURRENT_ASSET_BALANCE_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_611df7e432ff8c06
A,balance_sheet,stock_balance_sheet_by_report_em,report,e3f68f3c1e442d9f843722969cd1f7f14a94af139281cfb9edaaf98dbcefaed1,NONCURRENT_ASSET_OTHER,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_76af1e9a8d04e569
A,balance_sheet,stock_balance_sheet_by_report_em,report,54e7af9d2ebe74a570ef4a34753dc4be52e33735df8da93ae1401cf5b504bc71,NONCURRENT_ASSET_OTHER,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_76af1e9a8d04e569
A,balance_sheet,stock_balance_sheet_by_report_em,report,bf33f8109cbb5f3885800fbfc8f8fe55b999ffcae9dedc63299dfa686e0c3466,NONCURRENT_ASSET_OTHER,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_76af1e9a8d04e569
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc61431e55eaf299226a6cd2e444022dc06ecc5a6d358a21d5272fb6e550bf98,NONCURRENT_ASSET_OTHER,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_76af1e9a8d04e569
A,balance_sheet,stock_balance_sheet_by_report_em,report,58af76c2b607bac26a324d80e152817ac0c5391cdadc521d8e75c047633d6b2e,NONCURRENT_ASSET_OTHER,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_76af1e9a8d04e569
A,balance_sheet,stock_balance_sheet_by_report_em,report,3bc858107d998d1310173853710ad71461c7dc8cb7629e3469512a5d23b4e0ef,NONCURRENT_ASSET_OTHER,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_76af1e9a8d04e569
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc134561193eb4c793e07900971f9337acbe9bf24098404fbe8936d07d5f5478,NONCURRENT_ASSET_OTHER,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_76af1e9a8d04e569
A,balance_sheet,stock_balance_sheet_by_report_em,report,e3f68f3c1e442d9f843722969cd1f7f14a94af139281cfb9edaaf98dbcefaed1,NONCURRENT_ASSET_OTHER_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_0d04a04e91bd8d93
A,balance_sheet,stock_balance_sheet_by_report_em,report,54e7af9d2ebe74a570ef4a34753dc4be52e33735df8da93ae1401cf5b504bc71,NONCURRENT_ASSET_OTHER_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_0d04a04e91bd8d93
A,balance_sheet,stock_balance_sheet_by_report_em,report,bf33f8109cbb5f3885800fbfc8f8fe55b999ffcae9dedc63299dfa686e0c3466,NONCURRENT_ASSET_OTHER_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_0d04a04e91bd8d93
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc61431e55eaf299226a6cd2e444022dc06ecc5a6d358a21d5272fb6e550bf98,NONCURRENT_ASSET_OTHER_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_0d04a04e91bd8d93
A,balance_sheet,stock_balance_sheet_by_report_em,report,58af76c2b607bac26a324d80e152817ac0c5391cdadc521d8e75c047633d6b2e,NONCURRENT_ASSET_OTHER_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_0d04a04e91bd8d93
A,balance_sheet,stock_balance_sheet_by_report_em,report,3bc858107d998d1310173853710ad71461c7dc8cb7629e3469512a5d23b4e0ef,NONCURRENT_ASSET_OTHER_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_0d04a04e91bd8d93
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc134561193eb4c793e07900971f9337acbe9bf24098404fbe8936d07d5f5478,NONCURRENT_ASSET_OTHER_YOY,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_0d04a04e91bd8d93
A,balance_sheet,stock_balance_sheet_by_report_em,report,e3f68f3c1e442d9f843722969cd1f7f14a94af139281cfb9edaaf98dbcefaed1,NONCURRENT_LIAB_1YEAR,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_7c46d707225dca47
A,balance_sheet,stock_balance_sheet_by_report_em,report,54e7af9d2ebe74a570ef4a34753dc4be52e33735df8da93ae1401cf5b504bc71,NONCURRENT_LIAB_1YEAR,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_7c46d707225dca47
A,balance_sheet,stock_balance_sheet_by_report_em,report,bf33f8109cbb5f3885800fbfc8f8fe55b999ffcae9dedc63299dfa686e0c3466,NONCURRENT_LIAB_1YEAR,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_7c46d707225dca47
A,balance_sheet,stock_balance_sheet_by_report_em,report,cc61431e55eaf299226a6cd2e444022dc06ecc5a6d358a21d5272fb6e550bf98,NONCURRENT_LIAB_1YEAR,float64,metric,PASSTHROUGH_STANDARDIZED,provider_field_7c46d707225dca47
