source_key,local_source_file,existing_sha256,downloaded_sha256,hash_match,retrieval_status
sse-trading-rules-2023,sources/sse_trading_rules_2023.docx,7aa2319f6dcf597be1e86b3b69d7c2ad0e6acb2a5d0cc6be48a01af602fded40,7aa2319f6dcf597be1e86b3b69d7c2ad0e6acb2a5d0cc6be48a01af602fded40,True,OK
sse-trading-rules-2023-explanation,sources/sse_trading_rules_2023_explanation.docx,b0f4242c7daa7a7a282ec9f09db5d672f1922c64fd98175bc06b78dab238f42a,b0f4242c7daa7a7a282ec9f09db5d672f1922c64fd98175bc06b78dab238f42a,True,OK
sse-trading-rules-2023-deferred-articles,sources/sse_trading_rules_2023_deferred_articles.docx,13cd6f14fdc5b8ecb5fad1876c6ecb05bf6c163d5217a2f2d687029ffa5bf4e2,13cd6f14fdc5b8ecb5fad1876c6ecb05bf6c163d5217a2f2d687029ffa5bf4e2,True,OK
sse-trading-rules-2026,sources/sse_trading_rules_2026.docx,fc922c433438b2636cb631eab25cca405209712acbb6aaded768c45456ff8888,fc922c433438b2636cb631eab25cca405209712acbb6aaded768c45456ff8888,True,OK
sse-trading-rules-2026-explanation,sources/sse_trading_rules_2026_explanation.docx,6c0ffbb11664654442ff0907c8ab109349c1b7665b6745998d34c1219ec98aa1,6c0ffbb11664654442ff0907c8ab109349c1b7665b6745998d34c1219ec98aa1,True,OK
sse-trading-rules-2026-deferred-articles,sources/sse_trading_rules_2026_deferred_articles.docx,f4a0d0976a01e3e95f82460170900993824b70d91183e42d09e13ba10a9958c5,f4a0d0976a01e3e95f82460170900993824b70d91183e42d09e13ba10a9958c5,True,OK
szse-trading-rules-2023,sources/szse_trading_rules_2023.pdf,7018114a6e11deb239c2a72e71e49defc6e8841b3e2c093b3bbf809282c67222,7018114a6e11deb239c2a72e71e49defc6e8841b3e2c093b3bbf809282c67222,True,OK
szse-trading-rules-2026,sources/szse_trading_rules_2026.pdf,9b66f8b0db70f84a25ef1ccb4ee2351001724e408117552d75f6d8993483c586,9b66f8b0db70f84a25ef1ccb4ee2351001724e408117552d75f6d8993483c586,True,OK
szse-trading-rules-2026-explanation,sources/szse_trading_rules_2026_explanation.pdf,3a309bf5b4f7b2ee170b897084397568c7a1db939b398f4ab8999587501c727a,3a309bf5b4f7b2ee170b897084397568c7a1db939b398f4ab8999587501c727a,True,OK
